Batch_ID,Level1,Level2,Samples,Samples_ID,Replicates_ID,Replicates,Concentrations,Date,Run date
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,BMS5363_002u_exp220322_run200522_15,4,2 uM,2022-03-22,2022-05-20
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,BMS5364_002u_exp220322_run200522_16,4,2 uM,2022-03-22,2022-05-20
exp220322,NF-κB,Connexin inhibitor,JSH-23,JSH23,JSH231_060u_exp220322_run200522_17,4,60 uM,2022-03-22,2022-05-20
exp220322,NF-κB,Connexin inhibitor,JSH-23,JSH23,JSH232_060u_exp220322_run200522_18,4,60 uM,2022-03-22,2022-05-20
exp220322,NF-κB,Connexin inhibitor,JSH-23,JSH23,JSH233_060u_exp220322_run200522_19,4,60 uM,2022-03-22,2022-05-20
exp220322,NF-κB,Connexin inhibitor,JSH-23,JSH23,JSH234_060u_exp220322_run200522_20,4,60 uM,2022-03-22,2022-05-20
exp220322,mTOR,Connexin inhibitor,Temsirolimus,Temsir,Temsir1_006u_exp220322_run200522_25,4,6 uM,2022-03-22,2022-05-20
exp220322,mTOR,Connexin inhibitor,Temsirolimus,Temsir,Temsir2_006u_exp220322_run200522_26,4,6 uM,2022-03-22,2022-05-20
exp220322,mTOR,Connexin inhibitor,Temsirolimus,Temsir,Temsir3_006u_exp220322_run200522_27,4,6 uM,2022-03-22,2022-05-20
exp220322,mTOR,Connexin inhibitor,Temsirolimus,Temsir,Temsir4_006u_exp220322_run200522_28,4,6 uM,2022-03-22,2022-05-20
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,AZD8181_050u_exp220322_run200522_21,4,50 uM,2022-03-22,2022-05-20
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,AZD8182_050u_exp220322_run200522_22,4,50 uM,2022-03-22,2022-05-20
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,AZD8183_050u_exp220322_run200522_23,4,50 uM,2022-03-22,2022-05-20
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,AZD8184_050u_exp220322_run200522_24,4,50 uM,2022-03-22,2022-05-20
exp220322,Mitochondrial biogenesis,Connexin inhibitor,Levofloxacin,Levofl,Levofl1_250u_exp220322_run200522_33,4,250 uM,2022-03-22,2022-05-20
exp220322,Mitochondrial biogenesis,Connexin inhibitor,Levofloxacin,Levofl,Levofl2_250u_exp220322_run200522_34,4,250 uM,2022-03-22,2022-05-20
exp220322,Mitochondrial biogenesis,Connexin inhibitor,Levofloxacin,Levofl,Levofl3_250u_exp220322_run200522_35,4,250 uM,2022-03-22,2022-05-20
exp220322,Mitochondrial biogenesis,Connexin inhibitor,Levofloxacin,Levofl,Levofl4_250u_exp220322_run200522_36,4,250 uM,2022-03-22,2022-05-20
